,Year,Match_Number,Time,Stadium,Team1,Team1_score,Team1_Overs_Played,Team2,Team2_score,Team2_Overs_Played,Win_team
176,2011,Qualifier 2,20:00,"M. A. Chidambaram Stadium, Chennai",Royal Challengers Bangalore,185/4,20/20,Mumbai Indians,142/8,20/20,Royal Challengers Bangalore
177,2011,Eliminator,20:00,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,147/7,20/20,Mumbai Indians,148/6,19.2/20,Mumbai Indians
178,2011,Qualifier 1,20:00,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,175/4,20/20,Chennai Super Kings,177/4,19.4/20,Chennai Super Kings
179,2011,Match 70,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,175/7,20/20,Mumbai Indians,178/5,20/20,Mumbai Indians
180,2011,Match 69,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,129/2,18/20,Chennai Super Kings,128/8,20/20,Royal Challengers Bangalore
181,2011,Match 67,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,116,19/20,Deccan Chargers,198/2,20/20,Deccan Chargers
182,2011,Match 66,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,133/5,20/20,Rajasthan Royals,134/0,13.1/20,Rajasthan Royals
183,2011,Match 65,20:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,118/7,20/20,Kolkata Knight Riders,119/3,16.4/20,Kolkata Knight Riders
184,2011,Match 64,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,152/5,20/20,Kochi Tuskers Kerala,141/5,20/20,Chennai Super Kings
185,2011,Match 63,20:00,"HPCA Stadium, Dharamsala",Punjab Kings,232/2,20/20,Royal Challengers Bangalore,121,17/20,Punjab Kings
186,2011,Match 62,20:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,136/9,20/20,Deccan Chargers,138/4,19.2/20,Deccan Chargers
187,2011,Match 61,20:00,"Holkar Cricket Stadium, Indore",Kochi Tuskers Kerala,98/2,2/20,Rajasthan Royals,97,18.3/20,Kochi Tuskers Kerala
188,2011,Match 60,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,170/6,20/20,Delhi Capitals,141/8,20/20,Punjab Kings
189,2011,Match 59,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,125/8,20/20,Deccan Chargers,135/6,20/20,Deccan Chargers
190,2011,Match 58,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,105/6,12.3/13,Kolkata Knight Riders,101/4,13/13,Royal Challengers Bangalore
191,2011,Match 57,20:00,"Holkar Cricket Stadium, Indore",Kochi Tuskers Kerala,178/7,20/20,Punjab Kings,181/4,18.5/20,Punjab Kings
192,2011,Match 56,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,176/4,20/20,Delhi Capitals,158/6,20/20,Chennai Super Kings
193,2011,Match 55,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,146/6,20/20,Royal Challengers Bangalore,151/1,17/20,Royal Challengers Bangalore
194,2011,Match 54,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,163/8,20/20,Mumbai Indians,87,12.5/20,Punjab Kings
195,2011,Match 53,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,136/8,20/20,Pune Warriors India,137/4,18.2/20,Pune Warriors India
196,2011,Match 52,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,133,19.3/20,Chennai Super Kings,196/3,20/20,Chennai Super Kings
197,2011,Match 51,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,119/8,20/20,Pune Warriors India,120/5,17.1/20,Pune Warriors India
198,2011,Match 50,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,128/1,13.1/20,Kochi Tuskers Kerala,125/9,20/20,Royal Challengers Bangalore
199,2011,Match 49,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,178/4,20/20,Delhi Capitals,146,19.5/20,Mumbai Indians
200,2011,Match 48,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,61/2,10/10,Chennai Super Kings,51/4,10/20,Kolkata Knight Riders
201,2011,Match 47,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,205/6,20/20,Punjab Kings,120/9,20/20,Royal Challengers Bangalore
202,2011,Match 46,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,175/5,20/20,Delhi Capitals,179/6,19/20,Delhi Capitals
203,2011,Match 45,16:00,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,156/5,20/20,Kolkata Knight Riders,139/7,20/20,Kochi Tuskers Kerala
204,2011,Match 44,20:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,139/7,20/20,Mumbai Indians,160/7,20/20,Mumbai Indians
205,2011,Match 43,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,149/2,18.4/20,Rajasthan Royals,147/6,20/20,Chennai Super Kings
206,2011,Match 42,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,149/6,20/20,Kolkata Knight Riders,169/4,20/20,Kolkata Knight Riders
207,2011,Match 41,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,140/6,20/20,Kochi Tuskers Kerala,141/3,15/20,Kochi Tuskers Kerala
208,2011,Match 40,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,159/5,20/20,Punjab Kings,136/8,20/20,Mumbai Indians
209,2011,Match 39,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,165/5,20/20,Deccan Chargers,146/8,20/20,Chennai Super Kings
210,2011,Match 38,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,144/4,19.3/20,Pune Warriors India,143/7,20/20,Rajasthan Royals
211,2011,Match 37,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,120/2,17.2/20,Punjab Kings,119/6,20/20,Kolkata Knight Riders
212,2011,Match 36,16:00,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,119,18.5/20,Delhi Capitals,157/7,20/20,Delhi Capitals
213,2011,Match 35,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,181/5,20/20,Pune Warriors India,155/5,20/20,Royal Challengers Bangalore
214,2011,Match 34,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,95/3,18.1/20,Mumbai Indians,94/8,20/20,Rajasthan Royals
215,2011,Match 33,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,131/9,20/20,Kolkata Knight Riders,148/7,20/20,Kolkata Knight Riders
216,2011,Match 32,20:00,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,74,16.3/20,Deccan Chargers,129/7,20/20,Deccan Chargers
217,2011,Match 31,16:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,141/6,20/20,Chennai Super Kings,145/2,19.3/20,Chennai Super Kings
218,2011,Match 30,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,160/6,20/20,Royal Challengers Bangalore,161/7,19.3/20,Royal Challengers Bangalore
219,2011,Match 29,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,142/6,20/20,Pune Warriors India,117/9,20/20,Chennai Super Kings
220,2011,Match 28,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,111/2,14.1/20,Kochi Tuskers Kerala,109,20/20,Rajasthan Royals
221,2011,Match 27,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,135/8,20/20,Mumbai Indians,172/4,20/20,Mumbai Indians
222,2011,Match 26,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,231/4,20/20,Punjab Kings,202/6,20/20,Delhi Capitals
223,2011,Match 25,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,164/4,20/20,Chennai Super Kings,156/9,20/20,Mumbai Indians
224,2011,Match 24,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,171/5,20/20,Royal Challengers Bangalore,175/1,18.1/20,Royal Challengers Bangalore
225,2011,Match 23,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,195/7,20/20,Rajasthan Royals,147/7,20/20,Punjab Kings
226,2011,Match 22,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,126/9,20/20,Kochi Tuskers Kerala,132/7,20/20,Kochi Tuskers Kerala
227,2011,Match 21,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,124/3,20/20,Pune Warriors India,118,17.2/20,Mumbai Indians
228,2011,Match 19,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,152/7,20/20,Deccan Chargers,168/4,20/20,Deccan Chargers
229,2011,Match 18,20:00,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,135/3,15/17,Chennai Super Kings,134/4,17/17,Kochi Tuskers Kerala
230,2011,Match 17,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,85/2,13.5/20,Rajasthan Royals,81,15.2/20,Kolkata Knight Riders
231,2011,Match 16,16:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,187/5,20/20,Delhi Capitals,190/7,19.2/20,Delhi Capitals
232,2011,Match 15,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,165/8,20/20,Punjab Kings,166/2,17.4/20,Punjab Kings
233,2011,Match 14,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,183/5,20/20,Royal Challengers Bangalore,162/7,20/20,Chennai Super Kings
234,2011,Match 13,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,182/2,20/20,Kochi Tuskers Kerala,184/2,19/20,Kochi Tuskers Kerala
235,2011,Match 12,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,159/4,20/20,Kolkata Knight Riders,160/1,18.3/20,Kolkata Knight Riders
236,2011,Match 11,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,175/5,20/20,Royal Challengers Bangalore,142/9,20/20,Deccan Chargers
237,2011,Match 10,20:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,151/6,18.5/20,Kochi Tuskers Kerala,148/8,20/20,Pune Warriors India
238,2011,Match 9,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,193/4,19.1/20,Chennai Super Kings,188/4,20/20,Punjab Kings
239,2011,Match 8,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,140/4,20/20,Mumbai Indians,143/1,18.3/20,Mumbai Indians
240,2011,Match 7,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,152/4,18.3/20,Delhi Capitals,151/6,20/20,Rajasthan Royals
241,2011,Match 6,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,163/4,20/20,Deccan Chargers,154/8,20/20,Kolkata Knight Riders
242,2011,Match 5,20:00,"DY Patil Stadium, Navi Mumbai",Pune Warriors India,113/3,13.1/20,Punjab Kings,112/8,20/20,Pune Warriors India
243,2011,Match 4,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,95,17.4/20,Mumbai Indians,99/2,16.5/20,Mumbai Indians
244,2011,Match 3,20:00,"Jawaharlal Nehru Stadium, Kochi",Kochi Tuskers Kerala,161/5,20/20,Royal Challengers Bangalore,162/4,18.4/20,Royal Challengers Bangalore
245,2011,Match 2,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,137/8,20/20,Rajasthan Royals,141/2,18.5/20,Rajasthan Royals
246,2011,Match 1,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,153/4,20/20,Kolkata Knight Riders,151/7,20/20,Chennai Super Kings
247,2012,Final,20:00,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,192/5,19.4/20,Chennai Super Kings,190/3,20/20,Kolkata Knight Riders
248,2012,Qualifier 2,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,222/5,20/20,Delhi Capitals,136,16.5/20,Chennai Super Kings
249,2012,Eliminator,20:00,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,149/9,20/20,Chennai Super Kings,187/5,20/20,Chennai Super Kings
250,2012,Qualifier 1,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Delhi Capitals,144/8,20/20,Kolkata Knight Riders,162/4,20/20,Kolkata Knight Riders
251,2012,Match 72,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,162/6,20/20,Mumbai Indians,163/0,18/20,Mumbai Indians
252,2012,Match 71,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,132/7,20/20,Royal Challengers Bangalore,123/9,20/20,Deccan Chargers
253,2012,Match 70,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,102/8,20/20,Kolkata Knight Riders,136/4,20/20,Kolkata Knight Riders
254,2012,Match 69,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,141/8,20/20,Delhi Capitals,145/4,18.2/20,Delhi Capitals
255,2012,Match 68,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,128/5,18.4/20,Rajasthan Royals,126/8,20/20,Deccan Chargers
256,2012,Match 67,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,194/9,20/20,Royal Challengers Bangalore,215/1,20/20,Royal Challengers Bangalore
257,2012,Match 66,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,123/4,16.3/20,Chennai Super Kings,120/7,20/20,Punjab Kings
258,2012,Match 65,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,108,19.1/20,Kolkata Knight Riders,140/7,20/20,Kolkata Knight Riders
259,2012,Match 64,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,140/5,19/20,Punjab Kings,136/8,20/20,Delhi Capitals
260,2012,Match 63,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,158/6,20/20,Chennai Super Kings,160/5,20/20,Chennai Super Kings
261,2012,Match 62,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,171/6,20/20,Mumbai Indians,173/5,19.4/20,Mumbai Indians
262,2012,Match 61,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,194/6,20/20,Deccan Chargers,190/4,20/20,Punjab Kings
263,2012,Match 60,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,170/4,20/20,Pune Warriors India,125/9,20/20,Rajasthan Royals
264,2012,Match 59,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,115/1,15.2/20,Delhi Capitals,114/5,20/20,Chennai Super Kings
265,2012,Match 58,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,155/4,20/20,Mumbai Indians,182/1,20/20,Mumbai Indians
266,2012,Match 57,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,138/9,20/20,Royal Challengers Bangalore,173/3,20/20,Royal Challengers Bangalore
267,2012,Match 56,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,126/6,20/20,Chennai Super Kings,127/6,18.1/20,Chennai Super Kings
268,2012,Match 55,16:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,187/4,20/20,Delhi Capitals,193/1,16.4/20,Delhi Capitals
269,2012,Match 54,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,141/6,20/20,Royal Challengers Bangalore,142/1,18/20,Royal Challengers Bangalore
270,2012,Match 53,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Deccan Chargers,145/8,20/20,Punjab Kings,170/5,20/20,Punjab Kings
271,2012,Match 52,16:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,125/6,20/20,Rajasthan Royals,126/3,16.2/20,Rajasthan Royals
272,2012,Match 51,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,153/9,20/20,Kolkata Knight Riders,154/4,18.4/20,Kolkata Knight Riders
273,2012,Match 50,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,185/5,18.5/20,Deccan Chargers,181/2,20/20,Royal Challengers Bangalore
274,2012,Match 49,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,174/8,20/20,Chennai Super Kings,173/8,20/20,Mumbai Indians
275,2012,Match 48,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,134/8,20/20,Rajasthan Royals,177/6,20/20,Rajasthan Royals
276,2012,Match 47,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,150/5,20/20,Pune Warriors India,143/8,20/20,Kolkata Knight Riders
277,2012,Match 46,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,160/6,20/20,Deccan Chargers,150/5,20/20,Chennai Super Kings
278,2012,Match 45,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,119/6,20/20,Mumbai Indians,120/9,20/20,Mumbai Indians
279,2012,Match 44,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,158/5,20/20,Punjab Kings,163/6,19.5/20,Punjab Kings
280,2012,Match 43,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,141/6,20/20,Delhi Capitals,144/4,15.2/20,Delhi Capitals
281,2012,Match 42,16:00,"Barabati Stadium, Cuttack",Deccan Chargers,186/4,20/20,Pune Warriors India,173/5,20/20,Deccan Chargers
282,2012,Match 41,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,139/5,20/20,Kolkata Knight Riders,140/5,19.4/20,Kolkata Knight Riders
283,2012,Match 40,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,101/5,18.1/20,Deccan Chargers,100,18.4/20,Mumbai Indians
284,2012,Match 39,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,152/6,20/20,Rajasthan Royals,151/3,20/20,Delhi Capitals
285,2012,Match 38,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,190/4,20/20,Royal Challengers Bangalore,143/6,20/20,Kolkata Knight Riders
286,2012,Match 37,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,149/8,20/20,Punjab Kings,156/8,20/20,Punjab Kings
287,2012,Match 36,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,207/5,20/20,Mumbai Indians,170/9,20/20,Delhi Capitals
288,2012,Match 35,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,159/7,20/20,Deccan Chargers,177/4,20/20,Deccan Chargers
289,2012,Match 33,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,168/3,20/20,Mumbai Indians,171/6,19.5/20,Mumbai Indians
290,2012,Match 31,16:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,146/2,20/20,Delhi Capitals,148/2,16/20,Delhi Capitals
291,2012,Match 30,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,143/7,20/20,Royal Challengers Bangalore,189/3,20/20,Royal Challengers Bangalore
292,2012,Match 29,20:00,"Barabati Stadium, Cuttack",Deccan Chargers,126/7,20/20,Kolkata Knight Riders,127/5,19/20,Kolkata Knight Riders
293,2012,Match 28,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,163/6,20/20,Punjab Kings,164/4,19.3/20,Punjab Kings
294,2012,Match 27,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,172/7,20/20,Pune Warriors India,192/3,20/20,Pune Warriors India
295,2012,Match 26,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,147/3,20/20,Rajasthan Royals,146/4,20/20,Chennai Super Kings
296,2012,Match 25,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,163/6,20/20,Royal Challengers Bangalore,166/5,19.3/20,Royal Challengers Bangalore
297,2012,Match 24,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,164/5,20/20,Pune Warriors India,151/7,20/20,Chennai Super Kings
298,2012,Match 23,16:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,162/5,19.1/20,Deccan Chargers,157/8,20/20,Delhi Capitals
299,2012,Match 22,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,124/7,20/20,Kolkata Knight Riders,127/2,16.3/20,Kolkata Knight Riders
300,2012,Match 21,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,186/4,20/20,Pune Warriors India,182/6,20/20,Royal Challengers Bangalore
301,2012,Match 20,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,197/5,19.4/20,Deccan Chargers,196/2,20/20,Rajasthan Royals
302,2012,Match 19,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,92,19.2/20,Delhi Capitals,93/3,14.5/20,Delhi Capitals
303,2012,Match 18,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,136,19.5/20,Rajasthan Royals,195/2,20/20,Rajasthan Royals
304,2012,Match 17,16:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,132/7,20/20,Punjab Kings,134/9,20/20,Punjab Kings
305,2012,Match 16,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,156/3,19.2/20,Chennai Super Kings,155/5,20/20,Pune Warriors India
306,2012,Match 15,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,137/5,19.2/20,Rajasthan Royals,131/5,20/20,Kolkata Knight Riders
307,2012,Match 14,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,116/3,17.4/20,Pune Warriors India,115,19/20,Punjab Kings
308,2012,Match 13,16:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,208/5,20/20,Royal Challengers Bangalore,205/8,20/20,Chennai Super Kings
309,2012,Match 12,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,197/6,20/20,Rajasthan Royals,170,19.4/20,Mumbai Indians
310,2012,Match 11,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,111/2,13.2/20,Chennai Super Kings,110/8,20/20,Delhi Capitals
311,2012,Match 10,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,123/9,20/20,Kolkata Knight Riders,165/8,20/20,Kolkata Knight Riders
312,2012,Match 9,20:00,"ACA-VDCA Stadium, Visakhapatnam",Deccan Chargers,138/9,20/20,Mumbai Indians,142/5,20/20,Mumbai Indians
313,2012,Match 8,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,166/6,20/20,Punjab Kings,144/8,20/20,Pune Warriors India
314,2012,Match 7,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,164/5,20/20,Kolkata Knight Riders,142,20/20,Rajasthan Royals
315,2012,Match 6,20:00,"ACA-VDCA Stadium, Visakhapatnam",Deccan Chargers,119,17.1/20,Chennai Super Kings,193/6,20/20,Chennai Super Kings
316,2012,Match 5,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,157/8,20/20,Delhi Capitals,137/7,20/20,Royal Challengers Bangalore
317,2012,Match 4,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,191/4,20/20,Punjab Kings,160/9,20/20,Rajasthan Royals
318,2012,Match 3,16:00,"Wankhede Stadium, Mumbai",Mumbai Indians,101/9,20/20,Pune Warriors India,129/9,20/20,Pune Warriors India
319,2012,Match 2,20:00,"Eden Gardens, Kolkata",Kolkata Knight Riders,97/9,12/12,Delhi Capitals,100/2,11.1/12,Delhi Capitals
320,2012,Match 1,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,112,19.5/20,Mumbai Indians,115/2,16.5/20,Mumbai Indians
321,2013,Final,20:00,"Eden Gardens, Kolkata",Chennai Super Kings,125/9,20/20,Mumbai Indians,148/9,20/20,Mumbai Indians
322,2013,Qualifier 2,20:00,"Eden Gardens, Kolkata",Rajasthan Royals,165/6,20/20,Mumbai Indians,169/6,19.5/20,Mumbai Indians
323,2013,Eliminator,20:00,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,135/6,19.2/20,Sunrisers Hyderabad,132/7,20/20,Rajasthan Royals
324,2013,Qualifier 1,20:00,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,192/1,20/20,Mumbai Indians,144,18.4/20,Chennai Super Kings
325,2013,Match 72,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,132/5,18.5/20,Kolkata Knight Riders,130/7,20/20,Sunrisers Hyderabad
326,2013,Match 71,16:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,172/5,20/20,Delhi Capitals,134/9,20/20,Pune Warriors India
327,2013,Match 70,20:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,106/2,8/8,Chennai Super Kings,82/6,8/8,Royal Challengers Bangalore
328,2013,Match 69,16:00,"HPCA Stadium, Dharamsala",Punjab Kings,183/8,20/20,Mumbai Indians,133,19.1/20,Punjab Kings
329,2013,Match 68,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,136/9,20/20,Rajasthan Royals,113/9,20/20,Sunrisers Hyderabad
330,2013,Match 67,20:00,"HPCA Stadium, Dharamsala",Punjab Kings,171/4,20/20,Delhi Capitals,164/7,20/20,Punjab Kings
331,2013,Match 66,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,166/8,20/20,Rajasthan Royals,152/7,20/20,Mumbai Indians
332,2013,Match 65,16:00,"JSCA International Cricket Stadium, Ranchi",Kolkata Knight Riders,163/7,20/20,Pune Warriors India,170/4,20/20,Pune Warriors India
333,2013,Match 64,20:00,"M. A. Chidambaram Stadium, Chennai",Chennai Super Kings,168/4,20/20,Delhi Capitals,135/9,20/20,Chennai Super Kings
334,2013,Match 63,16:00,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bangalore,174/5,20/20,Punjab Kings,176/3,18.1/20,Punjab Kings
335,2013,Match 62,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,184/3,19.3/20,Sunrisers Hyderabad,178/3,20/20,Mumbai Indians
336,2013,Match 61,20:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,144/5,17.1/20,Chennai Super Kings,141/4,20/20,Rajasthan Royals
337,2013,Match 60,16:00,"JSCA International Cricket Stadium, Ranchi",Kolkata Knight Riders,116/5,19.2/20,Royal Challengers Bangalore,115/9,20/20,Kolkata Knight Riders
338,2013,Match 59,20:00,"IS Bindra Stadium, Mohali",Punjab Kings,120/9,20/20,Sunrisers Hyderabad,150/7,20/20,Sunrisers Hyderabad
339,2013,Match 58,16:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,112/8,20/20,Mumbai Indians,116/5,18.5/20,Mumbai Indians
340,2013,Match 57,20:00,"Arun Jaitley Stadium, Delhi",Delhi Capitals,179/7,20/20,Royal Challengers Bangalore,183/4,20/20,Royal Challengers Bangalore
341,2013,Match 56,20:00,"Maharashtra Cricket Association's International Stadium, Pune",Pune Warriors India,106,19.3/20,Kolkata Knight Riders,152/6,20/20,Kolkata Knight Riders
342,2013,Match 55,16:00,"IS Bindra Stadium, Mohali",Punjab Kings,145/6,20/20,Rajasthan Royals,147/2,19/20,Rajasthan Royals
343,2013,Match 54,20:00,"Rajiv Gandhi Intl. Cricket Stadium, Hyderabad",Sunrisers Hyderabad,146/8,20/20,Chennai Super Kings,223/3,20/20,Chennai Super Kings
344,2013,Match 53,20:00,"Wankhede Stadium, Mumbai",Mumbai Indians,170/6,20/20,Kolkata Knight Riders,105,18.2/20,Mumbai Indians
345,2013,Match 52,16:00,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,155/1,17.5/20,Delhi Capitals,154/4,20/20,Rajasthan Royals
